1,2,3,4,5,6,8,9,12,15
(1,2,0.127938)
(1,5,0.122812)
(1,8,0.1261)
(1,9,0.122125)
(1,12,0.1328)
(1,2,0.12432)
(2,3,0.1348)
(2,4,0.124655)
(2,5,0.124924)
(2,6,0.124563)
(2,8,0.127565)
(2,9,0.12598)
(2,3,0.116729)
(3,8,0.1305)
(2,4,0.125847)
(4,5,0.127437)
(4,6,0.1171)
(4,8,0.1303)
(4,9,0.116)
(1,5,0.127267)
(2,5,0.127129)
(3,5,0.1266)
(4,5,0.1194)
(5,6,0.126912)
(5,8,0.126528)
(5,9,0.1311)
(2,6,0.131109)
(5,6,0.129036)
(6,8,0.124929)
(6,12,0.1336)
(1,8,0.1263)
(2,8,0.127277)
(3,8,0.10795)
(4,8,0.1315)
(5,8,0.125467)
(6,8,0.120532)
(1,9,0.118275)
(2,9,0.124494)
(4,9,0.11475)
(5,9,0.124733)
(2,12,0.1322)
(8,12,0.129267)
(2,15,0.12775)
(2,1,0.127938)
(5,1,0.122812)
(8,1,0.1261)
(9,1,0.122125)
(12,1,0.1328)
(2,1,0.12432)
(3,2,0.1348)
(4,2,0.124655)
(5,2,0.124924)
(6,2,0.124563)
(8,2,0.127565)
(9,2,0.12598)
(3,2,0.116729)
(8,3,0.1305)
(4,2,0.125847)
(5,4,0.127437)
(6,4,0.1171)
(8,4,0.1303)
(9,4,0.116)
(5,1,0.127267)
(5,2,0.127129)
(5,3,0.1266)
(5,4,0.1194)
(6,5,0.126912)
(8,5,0.126528)
(9,5,0.1311)
(6,2,0.131109)
(6,5,0.129036)
(8,6,0.124929)
(12,6,0.1336)
(8,1,0.1263)
(8,2,0.127277)
(8,3,0.10795)
(8,4,0.1315)
(8,5,0.125467)
(8,6,0.120532)
(9,1,0.118275)
(9,2,0.124494)
(9,4,0.11475)
(9,5,0.124733)
(12,2,0.1322)
(12,8,0.129267)
(15,2,0.12775)
#
2
y
