2,3,4,5,11,12,14,16,6,9,22,20,21,27,37
(2,3,0.131)
(2,5,0.1249)
(2,3,0.1175)
(3,5,0.128307)
(3,6,0.0996)
(3,9,0.101233)
(3,11,0.12762)
(3,14,0.1183)
(4,5,0.1257)
(4,11,0.1349)
(4,14,0.1286)
(3,5,0.128414)
(5,14,0.1278)
(5,22,0.13)
(3,9,0.1253)
(5,9,0.1339)
(3,11,0.12612)
(11,14,0.1292)
(3,12,0.130883)
(5,12,0.1298)
(12,14,0.1285)
(2,14,0.1287)
(3,14,0.130767)
(5,14,0.126042)
(11,14,0.1334)
(14,22,0.1336)
(3,16,0.1183)
(5,16,0.127317)
(14,16,0.12271)
(14,20,0.1287)
(3,21,0.1272)
(5,22,0.1253)
(16,22,0.1221)
(5,27,0.1239)
(3,37,0.1335)
(3,2,0.131)
(5,2,0.1249)
(3,2,0.1175)
(5,3,0.128307)
(6,3,0.0996)
(9,3,0.101233)
(11,3,0.12762)
(14,3,0.1183)
(5,4,0.1257)
(11,4,0.1349)
(14,4,0.1286)
(5,3,0.128414)
(14,5,0.1278)
(22,5,0.13)
(9,3,0.1253)
(9,5,0.1339)
(11,3,0.12612)
(14,11,0.1292)
(12,3,0.130883)
(12,5,0.1298)
(14,12,0.1285)
(14,2,0.1287)
(14,3,0.130767)
(14,5,0.126042)
(14,11,0.1334)
(22,14,0.1336)
(16,3,0.1183)
(16,5,0.127317)
(16,14,0.12271)
(20,14,0.1287)
(21,3,0.1272)
(22,5,0.1253)
(22,16,0.1221)
(27,5,0.1239)
(37,3,0.1335)
#
2
y
