1,2,3,4,5,6,7,9
(1,2,0.125246)
(1,3,0.123578)
(1,4,0.128514)
(1,6,0.119267)
(1,2,0.120268)
(2,3,0.124912)
(2,4,0.126265)
(2,5,0.123831)
(2,6,0.125662)
(2,7,0.1242)
(1,3,0.122732)
(2,3,0.123942)
(3,4,0.123231)
(3,5,0.121876)
(3,6,0.122094)
(3,7,0.125585)
(1,4,0.116515)
(2,4,0.127081)
(3,4,0.122803)
(4,5,0.124286)
(4,6,0.122581)
(4,7,0.12785)
(2,5,0.125428)
(3,5,0.123505)
(4,5,0.119255)
(5,6,0.12244)
(1,6,0.1331)
(2,6,0.126008)
(3,6,0.123748)
(4,6,0.123997)
(5,6,0.1173)
(6,7,0.1122)
(2,7,0.1277)
(3,7,0.125089)
(4,7,0.125967)
(6,7,0.1264)
(3,9,0.1198)
(2,1,0.125246)
(3,1,0.123578)
(4,1,0.128514)
(6,1,0.119267)
(2,1,0.120268)
(3,2,0.124912)
(4,2,0.126265)
(5,2,0.123831)
(6,2,0.125662)
(7,2,0.1242)
(3,1,0.122732)
(3,2,0.123942)
(4,3,0.123231)
(5,3,0.121876)
(6,3,0.122094)
(7,3,0.125585)
(4,1,0.116515)
(4,2,0.127081)
(4,3,0.122803)
(5,4,0.124286)
(6,4,0.122581)
(7,4,0.12785)
(5,2,0.125428)
(5,3,0.123505)
(5,4,0.119255)
(6,5,0.12244)
(6,1,0.1331)
(6,2,0.126008)
(6,3,0.123748)
(6,4,0.123997)
(6,5,0.1173)
(7,6,0.1122)
(7,2,0.1277)
(7,3,0.125089)
(7,4,0.125967)
(7,6,0.1264)
(9,3,0.1198)
#
2
y
