1,2,3,4,5,6
(1,2,0.124211)
(1,3,0.1409)
(1,4,0.134875)
(1,5,0.129835)
(1,6,0.1406)
(1,2,0.136967)
(2,3,0.1339)
(2,4,0.131639)
(2,5,0.132838)
(2,6,0.129917)
(2,3,0.132188)
(3,4,0.134291)
(3,5,0.136279)
(1,4,0.127664)
(2,4,0.129916)
(3,4,0.13043)
(4,5,0.131681)
(4,6,0.131526)
(1,5,0.129891)
(2,5,0.131001)
(3,5,0.134454)
(4,5,0.129501)
(5,6,0.135018)
(1,6,0.1385)
(2,6,0.127467)
(3,6,0.1271)
(4,6,0.130178)
(5,6,0.134007)
(2,1,0.124211)
(3,1,0.1409)
(4,1,0.134875)
(5,1,0.129835)
(6,1,0.1406)
(2,1,0.136967)
(3,2,0.1339)
(4,2,0.131639)
(5,2,0.132838)
(6,2,0.129917)
(3,2,0.132188)
(4,3,0.134291)
(5,3,0.136279)
(4,1,0.127664)
(4,2,0.129916)
(4,3,0.13043)
(5,4,0.131681)
(6,4,0.131526)
(5,1,0.129891)
(5,2,0.131001)
(5,3,0.134454)
(5,4,0.129501)
(6,5,0.135018)
(6,1,0.1385)
(6,2,0.127467)
(6,3,0.1271)
(6,4,0.130178)
(6,5,0.134007)
#
2
y
