1,2,4,5,6,7,9,12
(1,2,0.124859)
(1,4,0.122115)
(1,6,0.128)
(1,7,0.1238)
(1,9,0.1233)
(1,2,0.123148)
(2,4,0.123268)
(2,5,0.12594)
(2,6,0.123603)
(2,7,0.12565)
(2,9,0.12822)
(1,4,0.119506)
(2,4,0.122676)
(4,5,0.1205)
(4,6,0.124367)
(4,7,0.121567)
(4,9,0.121984)
(2,5,0.123814)
(4,5,0.1254)
(5,6,0.116947)
(5,7,0.120775)
(1,6,0.11568)
(2,6,0.12638)
(4,6,0.125056)
(5,6,0.11488)
(6,7,0.1266)
(1,7,0.122625)
(2,7,0.124829)
(4,7,0.126858)
(5,7,0.12315)
(6,7,0.123898)
(2,9,0.118367)
(4,9,0.121977)
(6,9,0.12135)
(4,12,0.1206)
(2,1,0.124859)
(4,1,0.122115)
(6,1,0.128)
(7,1,0.1238)
(9,1,0.1233)
(2,1,0.123148)
(4,2,0.123268)
(5,2,0.12594)
(6,2,0.123603)
(7,2,0.12565)
(9,2,0.12822)
(4,1,0.119506)
(4,2,0.122676)
(5,4,0.1205)
(6,4,0.124367)
(7,4,0.121567)
(9,4,0.121984)
(5,2,0.123814)
(5,4,0.1254)
(6,5,0.116947)
(7,5,0.120775)
(6,1,0.11568)
(6,2,0.12638)
(6,4,0.125056)
(6,5,0.11488)
(7,6,0.1266)
(7,1,0.122625)
(7,2,0.124829)
(7,4,0.126858)
(7,5,0.12315)
(7,6,0.123898)
(9,2,0.118367)
(9,4,0.121977)
(9,6,0.12135)
(12,4,0.1206)
#
2
y
