1,2,3,4,5,6,7
(1,2,0.126183)
(1,3,0.121242)
(1,4,0.122043)
(1,5,0.126344)
(1,6,0.12368)
(1,7,0.1242)
(1,2,0.121887)
(2,3,0.124012)
(2,4,0.125525)
(2,5,0.121488)
(2,6,0.125111)
(2,7,0.12565)
(1,3,0.120881)
(2,3,0.119415)
(3,4,0.123689)
(3,5,0.124297)
(3,6,0.12338)
(3,7,0.123389)
(1,4,0.126437)
(2,4,0.121018)
(3,4,0.121179)
(4,5,0.12399)
(4,6,0.124567)
(4,7,0.1202)
(1,5,0.1275)
(2,5,0.118975)
(3,5,0.125211)
(4,5,0.125475)
(5,6,0.126592)
(1,6,0.124257)
(2,6,0.124933)
(3,6,0.127336)
(4,6,0.120925)
(5,6,0.123726)
(1,7,0.1207)
(2,7,0.11918)
(3,7,0.124921)
(4,7,0.1109)
(5,7,0.12135)
(2,1,0.126183)
(3,1,0.121242)
(4,1,0.122043)
(5,1,0.126344)
(6,1,0.12368)
(7,1,0.1242)
(2,1,0.121887)
(3,2,0.124012)
(4,2,0.125525)
(5,2,0.121488)
(6,2,0.125111)
(7,2,0.12565)
(3,1,0.120881)
(3,2,0.119415)
(4,3,0.123689)
(5,3,0.124297)
(6,3,0.12338)
(7,3,0.123389)
(4,1,0.126437)
(4,2,0.121018)
(4,3,0.121179)
(5,4,0.12399)
(6,4,0.124567)
(7,4,0.1202)
(5,1,0.1275)
(5,2,0.118975)
(5,3,0.125211)
(5,4,0.125475)
(6,5,0.126592)
(6,1,0.124257)
(6,2,0.124933)
(6,3,0.127336)
(6,4,0.120925)
(6,5,0.123726)
(7,1,0.1207)
(7,2,0.11918)
(7,3,0.124921)
(7,4,0.1109)
(7,5,0.12135)
#
2
y
