identifier,permno/dscd,region
54588,294446,intl
54589,294447,intl
54590,294448,intl
54591,294449,intl
54592,29444M,intl
54593,29444Q,intl
54594,29444T,intl
54595,294450,intl
54596,294456,intl
54597,294457,intl
54598,294461,intl
54599,294462,intl
54600,294463,intl
54601,294465,intl
54602,294466,intl
54603,294467,intl
54604,294473,intl
54605,294474,intl
54606,294475,intl
54607,294477,intl
54608,294479,intl
54609,294480,intl
54610,294482,intl
54611,294485,intl
54612,294487,intl
54613,294488,intl
54614,294489,intl
54615,294490,intl
54616,294491,intl
54617,294492,intl
54618,294493,intl
54619,294496,intl
54620,294499,intl
54621,294500,intl
54622,294501,intl
54623,294502,intl
54624,294503,intl
54625,294505,intl
54626,294507,intl
54627,294508,intl
54628,294511,intl
54629,294512,intl
54630,294513,intl
54631,294514,intl
54632,294515,intl
54633,294517,intl
54634,294518,intl
54635,294519,intl
54636,294525,intl
54637,294526,intl
54638,294527,intl
54639,294528,intl
54640,294529,intl
54641,29452F,intl
54643,294530,intl
54644,294531,intl
54645,294532,intl
54646,294534,intl
54647,294535,intl
54648,294536,intl
54650,29453P,intl
54651,294540,intl
54652,294544,intl
54653,294545,intl
54654,294547,intl
54655,294548,intl
54656,294556,intl
54657,29455X,intl
54658,294560,intl
54659,294561,intl
54660,294562,intl
54661,294563,intl
54662,294564,intl
54663,294568,intl
54664,294570,intl
54665,294571,intl
54666,294572,intl
54667,294573,intl
54668,294574,intl
54669,294575,intl
54670,294577,intl
54671,294578,intl
54672,294579,intl
54673,29457E,intl
54674,29457M,intl
54675,294581,intl
54676,29458D,intl
54677,294593,intl
54678,294594,intl
54679,294599,intl
54680,294602,intl
54681,294603,intl
54682,294604,intl
54683,294607,intl
54684,294608,intl
54685,294617,intl
54686,294619,intl
54688,294621,intl
54689,294624,intl
54690,294625,intl
54691,294626,intl
54692,294629,intl
54693,29462F,intl
54694,29462H,intl
54695,29462J,intl
54696,29462Q,intl
54697,294631,intl
54698,294632,intl
54699,294633,intl
54700,294634,intl
54701,294635,intl
54702,294636,intl
54703,294637,intl
54704,294638,intl
54705,294639,intl
54706,29463C,intl
54707,29463L,intl
54709,29463Q,intl
54710,29463U,intl
54711,294640,intl
54712,294641,intl
54713,294644,intl
54714,294645,intl
54715,294646,intl
54716,294648,intl
54717,294649,intl
54718,29464P,intl
54719,294650,intl
54720,294651,intl
54721,294653,intl
54722,294654,intl
54723,294655,intl
54724,294656,intl
54725,294658,intl
54728,294660,intl
54730,29466U,intl
54731,29466W,intl
54732,29466X,intl
54734,29467E,intl
54735,29467J,intl
54736,29467K,intl
54737,29467N,intl
54738,29468U,intl
54740,29473L,intl
54743,29478R,intl
54744,29478W,intl
54746,29479J,intl
54749,29481R,intl
54750,29482F,intl
54754,29490T,intl
54756,29492L,intl
54757,29492P,intl
54758,29493W,intl
54759,29498K,intl
54762,29499V,intl
54763,295000,intl
54764,295004,intl
54765,295005,intl
54766,29500J,intl
54767,295023,intl
54772,29502U,intl
54776,29503P,intl
54777,29504L,intl
54779,295054,intl
54780,295058,intl
54782,29505D,intl
54783,29505H,intl
54784,29505Q,intl
54785,295060,intl
54786,295061,intl
54787,295062,intl
54788,295064,intl
54789,295065,intl
54790,295066,intl
54791,295067,intl
54792,295068,intl
54793,295069,intl
54795,29507X,intl
54796,29508C,intl
54797,29508D,intl
54798,29508M,intl
54800,29509W,intl
54801,295107,intl
54802,295110,intl
54803,295113,intl
54804,295115,intl
54805,29511F,intl
54806,295122,intl
54807,295123,intl
54808,295137,intl
54809,295138,intl
54810,295139,intl
54811,29513M,intl
54814,295141,intl
54815,295142,intl
54816,295147,intl
54817,295148,intl
54819,29515D,intl
54821,29515H,intl
54822,295160,intl
54823,295162,intl
54824,295164,intl
54825,295165,intl
54826,295166,intl
54827,29516H,intl
54828,29517K,intl
54830,295197,intl
54832,295211,intl
54833,29521T,intl
54834,29522N,intl
54835,29522P,intl
54836,29522X,intl
54837,295235,intl
54839,29523D,intl
54843,29524H,intl
54844,29524N,intl
54845,29525W,intl
54846,295265,intl
54847,295273,intl
54848,295274,intl
54849,295275,intl
54850,295276,intl
54851,295277,intl
54853,295279,intl
54854,295280,intl
54855,295281,intl
54856,295282,intl
54857,295283,intl
54858,295284,intl
54860,295286,intl
54863,29528R,intl
54864,29528X,intl
54865,29529R,intl
54866,29530Q,intl
54867,29532K,intl
54868,29532L,intl
54869,29532N,intl
54870,29532P,intl
54871,29533C,intl
54872,29533F,intl
54873,29533H,intl
54874,29533L,intl
54876,29533T,intl
54877,29533U,intl
54879,295349,intl
54880,29534C,intl
54881,29534D,intl
54882,29534N,intl
54883,29534U,intl
54885,295361,intl
54887,295363,intl
54889,295365,intl
54890,29538X,intl
54891,29539T,intl
54892,29540D,intl
54893,29540K,intl
54894,29540L,intl
54895,29540W,intl
54896,295410,intl
54897,29544D,intl
54898,29545F,intl
54899,29545N,intl
54900,29546E,intl
54901,29546W,intl
54902,29546X,intl
54903,29547C,intl
54908,29547V,intl
54909,29547W,intl
54910,29548V,intl
54911,29549F,intl
54912,2954RU,intl
54913,295500,intl
54914,295507,intl
54916,29551M,intl
54917,29551P,intl
54918,29552F,intl
54920,29553J,intl
54924,29554M,intl
54925,29555C,intl
54926,29555D,intl
54927,295563,intl
54928,295568,intl
54930,29557D,intl
54933,295586,intl
54934,29558C,intl
54935,295591,intl
54936,295593,intl
54937,295596,intl
54938,295601,intl
54939,295606,intl
54940,295607,intl
54941,295609,intl
54942,29560P,intl
54943,29560R,intl
54944,295610,intl
54945,295619,intl
54946,295622,intl
54947,295624,intl
54948,295627,intl
54949,295629,intl
54950,295636,intl
54953,295641,intl
54954,29564J,intl
54955,29564K,intl
54956,29564L,intl
54957,29565P,intl
54958,29565Q,intl
54960,295676,intl
54962,295678,intl
54964,295680,intl
54965,295681,intl
54968,295684,intl
54971,295687,intl
54972,295688,intl
54973,295692,intl
54976,295709,intl
54977,29571R,intl
54979,295723,intl
54980,295724,intl
54981,295725,intl
54982,29572W,intl
54983,29572X,intl
54986,29573M,intl
54987,29573Q,intl
54988,29573R,intl
54989,29573T,intl
54990,29574D,intl
54991,29574E,intl
54992,29574F,intl
54993,29574H,intl
54994,29574N,intl
54995,295770,intl
54996,295771,intl
54997,295772,intl
54999,295774,intl
55001,295778,intl
55002,295779,intl
55005,29577W,intl
55006,295780,intl
55007,295781,intl
55008,295782,intl
55009,295783,intl
55011,295787,intl
55012,295788,intl
55013,29579J,intl
55014,29579Q,intl
55015,29579R,intl
55016,29579T,intl
55017,29580X,intl
55018,29581C,intl
55019,29581J,intl
55020,29581L,intl
55021,29582M,intl
55023,29584F,intl
55024,29584H,intl
55025,29584T,intl
55026,29584W,intl
55027,29586L,intl
55029,29586P,intl
55030,29586R,intl
55033,29587L,intl
55039,295910,intl
55040,295911,intl
55042,295913,intl
55043,295917,intl
55044,295918,intl
55045,29591W,intl
55046,295922,intl
55047,295924,intl
55048,295926,intl
55049,29592C,intl
55050,29592D,intl
55051,29592E,intl
55052,29592N,intl
55053,295931,intl
55054,295936,intl
55055,29593D,intl
55057,29594N,intl
55058,295952,intl
55059,295955,intl
55060,295961,intl
55061,29596D,intl
55062,295970,intl
55063,295971,intl
55064,295979,intl
55065,295982,intl
55066,295984,intl
55067,29598D,intl
55070,295993,intl
55071,295994,intl
55072,295995,intl
55073,295997,intl
55074,295998,intl
55075,295999,intl
55079,29602R,intl
55080,29602W,intl
55081,29602X,intl
55082,29603H,intl
55083,29603U,intl
55084,29603W,intl
55085,29605C,intl
55086,29605T,intl
55087,29606T,intl
55088,296076,intl
55089,296077,intl
55090,29607M,intl
55091,296090,intl
55092,296092,intl
55096,296110,intl
55099,29611N,intl
55102,29613M,intl
55103,296153,intl
55104,296154,intl
55105,296155,intl
55107,296160,intl
55109,296170,intl
55110,29617K,intl
55111,29617Q,intl
55112,29623L,intl
55113,29623M,intl
55114,29625D,intl
55115,29625N,intl
55116,29626V,intl
55117,29628C,intl
55118,296292,intl
55119,29629L,intl
55120,29629N,intl
55123,296304,intl
55125,296306,intl
55127,296308,intl
55128,29630H,intl
55129,29630P,intl
55130,29630Q,intl
55131,29630V,intl
55132,29630W,intl
55133,29630X,intl
55134,29631C,intl
55135,29632V,intl
55136,29633D,intl
55137,29633J,intl
55138,29633K,intl
55139,29635V,intl
55141,29637M,intl
55142,29637X,intl
55145,296411,intl
55146,296412,intl
55148,296415,intl
55150,296419,intl
55152,296421,intl
55153,296422,intl
55154,296423,intl
55155,296428,intl
55156,296429,intl
55157,296433,intl
55158,296439,intl
55159,29643E,intl
55160,296443,intl
55161,296454,intl
55162,296455,intl
55163,296456,intl
55164,296457,intl
55165,296460,intl
55166,296462,intl
55167,29646C,intl
55168,29646K,intl
55169,296472,intl
55170,29647R,intl
55171,29648E,intl
55172,29649C,intl
55173,29649D,intl
55174,29651N,intl
55175,296522,intl
55176,29652C,intl
55177,29652U,intl
55178,296538,intl
55179,29653C,intl
55180,29654M,intl
55181,29654N,intl
55182,29654P,intl
55183,29654Q,intl
55185,29656D,intl
55186,29656F,intl
55187,29656N,intl
55189,29657J,intl
55190,29657K,intl
55191,29658F,intl
55192,29659T,intl
55195,296629,intl
55196,29662E,intl
55198,29662K,intl
55199,29662L,intl
55200,29662Q,intl
55201,29662W,intl
55203,296631,intl
55204,29663L,intl
55206,29667F,intl
55207,29667H,intl
55208,29667L,intl
55209,29667Q,intl
55210,29667R,intl
55211,29669H,intl
55212,29669J,intl
55213,29670E,intl
55214,29670Q,intl
55215,29670R,intl
55216,29670T,intl
55217,29670U,intl
55218,29670W,intl
55219,29671D,intl
55220,29671J,intl
55221,296722,intl
55222,29672M,intl
55223,29672Q,intl
55224,296730,intl
55225,296733,intl
55226,296734,intl
55227,296744,intl
55229,296747,intl
55231,296749,intl
55233,296751,intl
55235,296753,intl
55236,29675C,intl
55237,29675N,intl
55238,29676F,intl
55239,29676Q,intl
55240,296785,intl
55241,2967TK,intl
55243,29680K,intl
55244,29680X,intl
55245,29681C,intl
55246,29681F,intl
55247,29683K,intl
55248,296870,intl
55249,296872,intl
55250,296873,intl
55251,296878,intl
55252,296889,intl
55255,29688P,intl
55256,29688V,intl
55257,29689E,intl
55259,29689J,intl
55260,29689K,intl
55261,29689N,intl
55262,29689T,intl
55263,29692E,intl
55264,29692K,intl
55265,29693J,intl
55269,29695W,intl
55270,296968,intl
55271,29696L,intl
55272,29696P,intl
55273,29697C,intl
55274,29697E,intl
55275,29697F,intl
55276,29697J,intl
55277,2969ET,intl
55278,2969EU,intl
55279,2969EV,intl
55280,2969EW,intl
55281,2969EX,intl
55282,2969EY,intl
55283,297000,intl
55284,297001,intl
55285,297002,intl
55286,297003,intl
55287,297004,intl
55288,297005,intl
55289,297006,intl
55290,297009,intl
55293,297010,intl
55294,297012,intl
55295,297013,intl
55296,297014,intl
55297,297015,intl
55298,297016,intl
55299,297018,intl
55300,297019,intl
55303,29701R,intl
55304,29701T,intl
55305,297020,intl
55306,297021,intl
55307,297022,intl
55308,297023,intl
55309,297024,intl
55310,297025,intl
55311,297026,intl
55312,297027,intl
55313,297028,intl
55314,297029,intl
55315,29702X,intl
55316,297030,intl
55317,297031,intl
55318,297032,intl
55319,297033,intl
55320,297035,intl
55321,297036,intl
55322,297037,intl
55323,297038,intl
55324,297039,intl
55325,297040,intl
55326,297041,intl
55327,297042,intl
55328,297043,intl
55329,297044,intl
55330,297045,intl
55331,297046,intl
55332,297047,intl
55333,297048,intl
55334,297049,intl
55335,29704C,intl
55336,29704M,intl
55337,29704X,intl
55338,297052,intl
55339,297053,intl
55340,297054,intl
55341,297055,intl
55342,297056,intl
55343,297057,intl
55344,297058,intl
55345,297059,intl
55346,29705E,intl
55347,29705F,intl
55348,29705J,intl
55350,29705P,intl
55351,29705Q,intl
55352,297060,intl
55353,297061,intl
55354,297062,intl
55355,297063,intl
55356,297064,intl
55357,297065,intl
55358,297066,intl
55359,297067,intl
55360,297068,intl
55361,297069,intl
55362,29706P,intl
55363,29706Q,intl
55364,29706R,intl
55365,297070,intl
55366,297071,intl
55367,297072,intl
55368,297073,intl
55369,297075,intl
55370,297077,intl
55371,297078,intl
55372,297079,intl
55373,297080,intl
55374,297082,intl
55375,297083,intl
55376,297084,intl
55377,297085,intl
55378,297086,intl
55379,297087,intl
55380,297089,intl
55383,297090,intl
55384,297091,intl
55385,297092,intl
55386,297094,intl
55387,297095,intl
55388,297096,intl
55389,297097,intl
55390,297099,intl
55391,297100,intl
55392,297101,intl
55393,297102,intl
55394,297103,intl
55395,297104,intl
55396,297105,intl
55397,297106,intl
55398,297107,intl
55399,297108,intl
55400,297109,intl
55402,297112,intl
55403,297113,intl
55404,297114,intl
55405,297116,intl
55406,297117,intl
55407,297118,intl
55408,297119,intl
55409,29711K,intl
55412,297120,intl
55413,297121,intl
55414,297122,intl
55415,297123,intl
55416,297124,intl
55417,297126,intl
55418,297127,intl
55419,297128,intl
55420,297129,intl
55421,29712E,intl
55423,297130,intl
55424,297132,intl
55425,29713C,intl
55426,29713F,intl
55427,29713R,intl
55428,29714D,intl
55429,29714E,intl
55431,29715V,intl
55432,29716D,intl
55433,29717V,intl
55434,29717W,intl
55437,29720E,intl
55438,29720J,intl
55440,29721D,intl
55441,29721F,intl
55442,29721J,intl
55443,29721Q,intl
55444,29721R,intl
55445,29722F,intl
55446,29722K,intl
55447,29723U,intl
55450,29725K,intl
55451,29726Q,intl
55452,29726V,intl
55453,29727C,intl
55454,29727F,intl
55455,29727K,intl
55456,29730F,intl
55457,29730J,intl
55460,29731F,intl
55461,29731H,intl
55462,29731U,intl
55463,29731V,intl
55464,29731X,intl
55466,29733Q,intl
55467,29733R,intl
55469,29735C,intl
55470,29735H,intl
55471,29735K,intl
55475,29735X,intl
55476,29736C,intl
55477,29736W,intl
55480,29740Q,intl
55481,29740V,intl
55482,29740W,intl
55483,29741D,intl
55484,29742R,intl
55486,29744V,intl
55487,29744X,intl
55488,29745F,intl
55489,29745U,intl
55491,29746F,intl
55494,29758Q,intl
55495,29759M,intl
55496,29759N,intl
55497,29759P,intl
55499,29763V,intl
55500,29763W,intl
55501,29763X,intl
55502,29764E,intl
55503,29764J,intl
55504,29764L,intl
55505,29764M,intl
55506,29764N,intl
55507,29764P,intl
55509,29764T,intl
55510,29768W,intl
55512,29769M,intl
55513,29769U,intl
55514,29769V,intl
55516,2976N1,intl
55517,2976N3,intl
55519,2976ZH,intl
55520,29770C,intl
55523,29770Q,intl
55524,29770X,intl
55525,29771D,intl
55526,29771H,intl
55527,29772W,intl
55528,29774M,intl
55529,29774Q,intl
55530,297777,intl
55531,297780,intl
55532,297781,intl
55533,29778E,intl
55534,29778F,intl
55535,29778J,intl
55538,29779P,intl
55539,2977JN,intl
55540,2977JQ,intl
55541,2977JT,intl
55542,29780T,intl
55543,29784L,intl
55545,29784X,intl
55546,29785E,intl
55547,29785F,intl
55548,29785L,intl
55552,29786H,intl
55554,29787H,intl
55555,29787W,intl
55556,29788F,intl
55557,29788H,intl
55558,29788W,intl
55559,29789E,intl
55565,29790E,intl
55566,29790F,intl
55567,29790H,intl
55568,29793K,intl
55569,29793L,intl
55570,29793M,intl
55571,29793Q,intl
55572,29793T,intl
55573,29794C,intl
55574,29794D,intl
55575,29794E,intl
55576,29794F,intl
55577,29794H,intl
55578,29794P,intl
55579,29794W,intl
55580,29795E,intl
55581,29795P,intl
55582,29795X,intl
55583,29796C,intl
55584,29796D,intl
55586,29796N,intl
55589,29796X,intl
55590,29797C,intl
55591,29797F,intl
55593,29799Q,intl
55594,2979AK,intl
55596,29800M,intl
55597,298016,intl
55600,298034,intl
55601,298035,intl
55602,29803C,intl
55603,29803F,intl
55604,29803L,intl
55605,298043,intl
55606,298049,intl
55607,298051,intl
55608,298056,intl
55609,29805D,intl
55610,29805E,intl
55611,29805F,intl
55612,29805N,intl
55613,29805V,intl
55614,29805X,intl
55615,298062,intl
55616,298065,intl
55617,298071,intl
55618,298072,intl
55619,298075,intl
55620,298077,intl
55621,29807V,intl
55622,29808Q,intl
55623,29808R,intl
55625,29809M,intl
55626,298101,intl
55627,298109,intl
55628,29810J,intl
55629,29810N,intl
55630,29810Q,intl
55631,29810T,intl
55632,298112,intl
55633,298115,intl
55635,29811E,intl
55638,29811U,intl
55639,298120,intl
55640,298123,intl
55641,298129,intl
55642,29812L,intl
55643,29812M,intl
55644,29812N,intl
55645,298135,intl
55646,29813C,intl
55647,29813E,intl
55648,298145,intl
55649,29814Q,intl
55650,298151,intl
55651,298153,intl
55652,298165,intl
55653,298167,intl
55654,298168,intl
55655,298171,intl
55656,298175,intl
55657,298176,intl
55661,29817P,intl
55662,29817T,intl
55664,29817X,intl
55665,298185,intl
55666,298196,intl
55667,29819K,intl
55668,2981GW,intl
55669,298215,intl
55670,298217,intl
55671,29821M,intl
55672,29821N,intl
55673,29821P,intl
55674,29821U,intl
55675,298226,intl
55676,298229,intl
55677,29822U,intl
55678,298237,intl
55679,298239,intl
55681,29828U,intl
55683,298293,intl
55685,29830F,intl
55686,29830M,intl
55687,29830T,intl
55688,29831J,intl
55689,298320,intl
55690,298322,intl
55691,298324,intl
55692,29833R,intl
55693,298340,intl
55694,29834T,intl
55695,298371,intl
55696,29837V,intl
55697,29837W,intl
55698,298403,intl
55699,298404,intl
55700,29841D,intl
55702,298422,intl
55703,29843E,intl
55704,29843L,intl
55705,29848W,intl
55706,298491,intl
55707,298493,intl
55708,29849H,intl
55716,29850U,intl
55717,29850V,intl
55719,29851L,intl
55720,29852J,intl
55721,29852M,intl
55722,298534,intl
55723,298538,intl
55724,298539,intl
55725,29853N,intl
55729,298548,intl
55730,298549,intl
55732,298552,intl
55733,298558,intl
55734,29855U,intl
55737,298586,intl
55738,298587,intl
55740,29858J,intl
55741,298593,intl
55742,298611,intl
55744,29864T,intl
55745,29864V,intl
55748,298665,intl
55749,29866T,intl
55750,298676,intl
55751,298678,intl
55752,29867N,intl
55753,298682,intl
55754,298685,intl
55755,298686,intl
55757,298688,intl
55758,29868J,intl
55759,298692,intl
55760,298693,intl
55763,2986UG,intl
55765,298718,intl
55766,298722,intl
55769,298731,intl
55770,298733,intl
55773,29873K,intl
55774,29873W,intl
55776,29874A,intl
55777,29874D,intl
55778,29874E,intl
55779,29874F,intl
55780,29874H,intl
55782,29876H,intl
55783,298771,intl
55786,298778,intl
55787,29878P,intl
55788,298790,intl
55789,298792,intl
55790,2987C6,intl
55792,2987PA,intl
55793,2987PC,intl
55794,2987PD,intl
55795,2987PE,intl
55796,2987PF,intl
55797,2987PG,intl
55798,2987PH,intl
55799,2987PJ,intl
55800,298802,intl
55801,298807,intl
55804,298819,intl
55805,29881W,intl
55806,298845,intl
55808,29884T,intl
55809,298851,intl
55810,298857,intl
55811,29885C,intl
55812,29885D,intl
55813,29885F,intl
55814,29885H,intl
55815,29885U,intl
55816,298868,intl
55818,298870,intl
55819,298871,intl
55822,298880,intl
55823,298881,intl
55824,298882,intl
55826,298885,intl
55827,298888,intl
55828,298905,intl
55829,298906,intl
55830,298907,intl
55831,298908,intl
55832,298910,intl
55833,298911,intl
55834,298912,intl
55835,298919,intl
55836,298923,intl
55842,298939,intl
55845,298949,intl
55846,298956,intl
55848,29895C,intl
55849,29895L,intl
55850,29897W,intl
55851,29897X,intl
55853,298987,intl
55854,29898F,intl
55855,29898J,intl
55856,29898P,intl
55857,298994,intl
55858,29899C,intl
55859,29899D,intl
55860,29899E,intl
55861,29899F,intl
55863,299015,intl
55867,29902L,intl
55868,29903L,intl
55869,299042,intl
55870,299043,intl
55871,299045,intl
55872,299046,intl
55876,29904Q,intl
55877,29904U,intl
55878,29905D,intl
55879,299060,intl
55880,299061,intl
55881,299062,intl
55882,299063,intl
55883,299064,intl
55884,299065,intl
55885,29906E,intl
55886,29906K,intl
55887,29906M,intl
55894,299092,intl
55895,299094,intl
55896,299103,intl
55898,29910L,intl
55899,29910N,intl
55900,29910U,intl
55901,299115,intl
55902,29911D,intl
55903,29911E,intl
55904,29911F,intl
55905,29911H,intl
55906,29911L,intl
55907,29911P,intl
55908,299123,intl
55910,29912F,intl
55911,299135,intl
55912,299139,intl
55914,29915J,intl
55921,29916D,intl
55922,29916T,intl
55924,29917W,intl
55925,29918C,intl
55926,29918D,intl
55927,29918J,intl
55928,29918K,intl
55929,29918L,intl
55930,299197,intl
55931,29919N,intl
55932,299209,intl
55935,29920T,intl
55936,29920X,intl
55937,299210,intl
55939,299245,intl
55940,299246,intl
55941,29924E,intl
55942,29924J,intl
55943,29924U,intl
55944,299254,intl
55946,299257,intl
55947,29925N,intl
55948,29925W,intl
55952,299276,intl
55953,299277,intl
55955,29927D,intl
55956,29927Q,intl
55957,29927R,intl
55958,299280,intl
55962,299290,intl
55964,29929D,intl
55965,29929F,intl
55966,29929T,intl
55967,299310,intl
55968,299314,intl
55969,29931D,intl
55970,29932U,intl
55971,29934D,intl
55972,29934F,intl
55974,29934N,intl
55975,29934P,intl
55976,29934Q,intl
55977,299352,intl
55979,299359,intl
55980,299360,intl
55981,299361,intl
55985,299382,intl
55986,299383,intl
55987,299384,intl
55988,299385,intl
55989,299386,intl
55990,299387,intl
55991,299388,intl
55992,299389,intl
55993,29938P,intl
55994,299390,intl
55995,299391,intl
55996,299392,intl
55999,29940C,intl
56000,299412,intl
56002,29941E,intl
56007,299426,intl
56008,299428,intl
56009,299433,intl
56010,29944L,intl
56011,29945R,intl
56012,299462,intl
56013,299466,intl
56015,29946M,intl
56017,29946P,intl
56022,29947D,intl
56023,29947W,intl
56024,299481,intl
56025,299484,intl
56026,299486,intl
56027,299487,intl
56028,29948F,intl
56029,29948H,intl
56030,29948L,intl
56031,29948P,intl
56032,29949D,intl
56033,2994AV,intl
56034,2994GY,intl
56035,2994GZ,intl
56036,2994M8,intl
56037,2994M9,intl
56038,2994NA,intl
56039,2994NC,intl
56040,2994XP,intl
56041,299517,intl
56042,29952J,intl
56043,299530,intl
56052,299540,intl
56053,29954C,intl
56054,29954D,intl
56055,29954E,intl
56056,29954L,intl
56057,299558,intl
56058,29955U,intl
56059,29955V,intl
56061,29956E,intl
56063,29957F,intl
56064,29957T,intl
56065,29957V,intl
56066,299590,intl
56067,299591,intl
56068,299596,intl
56069,29959J,intl
56070,29959U,intl
56071,29959V,intl
56072,29959X,intl
56073,29960D,intl
56074,29960H,intl
56075,29960M,intl
56076,29960N,intl
56080,29961Q,intl
56082,29962L,intl
56083,299638,intl
56084,29964N,intl
56086,29966C,intl
56087,29966V,intl
56088,29967C,intl
56091,299685,intl
56092,29968P,intl
56093,299693,intl
56094,299694,intl
56097,29969V,intl
56098,29969W,intl
56099,29970D,intl
56100,29970E,intl
56101,29970F,intl
56102,29970H,intl
56103,29970J,intl
56104,29971Q,intl
56105,29974U,intl
56109,29976H,intl
56110,29976X,intl
56111,29978N,intl
56112,29978P,intl
56113,29979E,intl
56114,29979F,intl
56117,2997VX,intl
56118,2997YY,intl
56120,29980V,intl
56121,299811,intl
56122,29981X,intl
56123,29982E,intl
56126,29983W,intl
56127,29985J,intl
56129,29986Q,intl
56131,29987Q,intl
56132,29987W,intl
56133,2998AQ,intl
56134,2998AR,intl
56135,2998GK,intl
56136,2998NN,intl
56137,2998NP,intl
56138,2998NQ,intl
56139,2998NR,intl
56140,2998NV,intl
56141,29991L,intl
56142,299925,intl
56144,29992F,intl
56145,29992H,intl
56146,29992Q,intl
56147,29992R,intl
56149,29996Q,intl
56150,29998D,intl
56151,29998J,intl
56152,29998K,intl
56153,29998L,intl
56154,299995,intl
56155,29999N,intl
56156,29999X,intl
56157,2999K8,intl
56158,30021E,intl
56159,30022E,intl
56162,30050J,intl
56163,30051E,intl
56164,30052K,intl
56168,30054H,intl
56169,30054L,intl
56174,30059V,intl
56175,30059W,intl
56176,30059X,intl
56179,30063U,intl
56180,30063V,intl
56181,30063W,intl
56182,30063X,intl
56183,30064C,intl
56184,30064D,intl
56185,30064P,intl
56186,300680,intl
56187,30073E,intl
56190,30078U,intl
56191,30080L,intl
56192,30080N,intl
56195,30081W,intl
56196,30082E,intl
56197,30082K,intl
56198,30082M,intl
56199,30082Q,intl
56200,30083P,intl
56201,30084W,intl
56204,30087J,intl
56205,30088C,intl
56206,30088D,intl
56207,30088E,intl
56209,30088N,intl
56210,30088T,intl
56211,30089H,intl
56213,30092U,intl
56214,30093L,intl
56215,30093Q,intl
56216,30094M,intl
56217,300951,intl
56220,30096M,intl
56221,30096N,intl
56226,30097L,intl
56227,30097P,intl
56228,30099P,intl
56231,30100E,intl
56232,30100K,intl
56233,30100Q,intl
56234,30100W,intl
56235,30101N,intl
56236,30101P,intl
56237,30101T,intl
56238,30101U,intl
56239,30101V,intl
56240,30101W,intl
56241,30102H,intl
56242,30102J,intl
56243,30102K,intl
56244,30102L,intl
56246,30103H,intl
56247,30103X,intl
56249,30104M,intl
56250,30104N,intl
56251,30104P,intl
56252,30110U,intl
56254,30116V,intl
56255,30116W,intl
56256,30120M,intl
56260,30124M,intl
56261,30128K,intl
56262,30128R,intl
56263,30129U,intl
56264,30129V,intl
56268,30135P,intl
56269,30136D,intl
56270,30138J,intl
56271,30144V,intl
56272,30146F,intl
56273,30147T,intl
56274,30150P,intl
56275,30151V,intl
56276,30151W,intl
56277,30152Q,intl
56278,30152R,intl
56281,301571,intl
56284,30157R,intl
56285,30157T,intl
56287,30158V,intl
56288,30158X,intl
56289,30162R,intl
56290,30162X,intl
56291,30163C,intl
56292,30164R,intl
56293,30164W,intl
56294,30164X,intl
56295,30165J,intl
56296,30165P,intl
56297,30165U,intl
56298,30165V,intl
56299,30165W,intl
56300,30165X,intl
56301,30166N,intl
56303,301682,intl
56304,30168T,intl
56307,30171H,intl
56308,301771,intl
56309,301772,intl
56310,301773,intl
56313,30182N,intl
56314,301854,intl
56315,30185X,intl
56316,301861,intl
56317,301866,intl
56318,30186C,intl
56319,30186D,intl
56321,30186M,intl
56322,30186W,intl
56323,301878,intl
56324,30187W,intl
56326,30189P,intl
56327,30189V,intl
56328,30189X,intl
56329,30190P,intl
56330,30190Q,intl
56331,30190R,intl
56332,301916,intl
56333,301917,intl
56334,30191Q,intl
56335,301947,intl
56336,301966,intl
56337,30202C,intl
56338,30204U,intl
56339,30204X,intl
56340,30205C,intl
56341,30205E,intl
56342,30209J,intl
56343,30209L,intl
56344,30209V,intl
56345,30210J,intl
56346,30211H,intl
56347,30211J,intl
56348,30211L,intl
56349,30211M,intl
56350,30211P,intl
56351,30211Q,intl
56352,30212H,intl
56353,30214P,intl
56354,30215N,intl
56355,30215V,intl
56357,30217P,intl
56360,30218U,intl
56361,30219W,intl
56362,30219X,intl
56363,30220C,intl
56364,30221J,intl
56365,30222V,intl
56366,30223M,intl
56367,30223X,intl
56368,30224F,intl
56370,30225P,intl
56371,30226D,intl
56372,30226E,intl
56373,30226F,intl
56375,30228N,intl
56376,30229K,intl
56377,30229V,intl
56378,30230M,intl
56379,30230N,intl
56380,30232T,intl
56381,30234J,intl
56382,30234L,intl
56383,30234N,intl
56384,30235R,intl
56385,30238T,intl
56386,30239C,intl
56387,30239E,intl
56388,30240H,intl
56389,30240J,intl
56394,30242R,intl
56395,30242T,intl
56396,30243M,intl
56397,30243N,intl
56400,30245L,intl
56402,30247M,intl
56406,30248H,intl
56407,30248P,intl
56408,30248Q,intl
56409,30248R,intl
56410,30252D,intl
56411,30252Q,intl
56412,30256F,intl
56413,30257F,intl
56414,30257J,intl
56416,30257P,intl
56417,30257Q,intl
56418,30257R,intl
56419,30257X,intl
56420,30258F,intl
56421,30262H,intl
56422,30262K,intl
56423,30264Q,intl
56424,30266E,intl
56425,30266H,intl
56426,30266J,intl
56427,30266K,intl
56431,30269V,intl
56432,30270E,intl
56434,30273U,intl
56435,30273X,intl
56436,30274D,intl
