identifier,permno/dscd,region
28974,83329,usa
28975,83330,usa
28976,83331,usa
28977,83332,usa
28978,83333,usa
28979,83334,usa
28980,83335,usa
28981,83336,usa
28982,83337,usa
28983,83338,usa
28984,83339,usa
28985,83340,usa
28986,83341,usa
28987,83342,usa
28988,83343,usa
28989,83344,usa
28990,83345,usa
28991,83346,usa
28992,83347,usa
28993,83348,usa
28994,83349,usa
28995,83350,usa
28996,83351,usa
28997,83352,usa
28998,83353,usa
28999,83354,usa
29000,83355,usa
29001,83356,usa
29002,83357,usa
29003,83358,usa
29004,83359,usa
29005,83360,usa
29006,83361,usa
29007,83362,usa
29008,83363,usa
29009,83364,usa
29010,83365,usa
29011,83366,usa
29012,83367,usa
29013,83368,usa
29014,83370,usa
29015,83371,usa
29016,83372,usa
29017,83373,usa
29018,83374,usa
29019,83375,usa
29020,83376,usa
29021,83377,usa
29022,83378,usa
29023,83379,usa
29024,83380,usa
29025,83381,usa
29026,83382,usa
29027,83383,usa
29028,83384,usa
29029,83386,usa
29030,83387,usa
29031,83388,usa
29032,83389,usa
29033,83390,usa
29034,83391,usa
29035,83392,usa
29036,83393,usa
29037,83394,usa
29038,83395,usa
29039,83396,usa
29040,83397,usa
29041,83398,usa
29042,83399,usa
29043,83400,usa
29044,83401,usa
29045,83402,usa
29046,83403,usa
29047,83404,usa
29048,83405,usa
29049,83406,usa
29050,83407,usa
29051,83408,usa
29052,83409,usa
29053,83410,usa
29054,83411,usa
29055,83412,usa
29056,83413,usa
29057,83414,usa
29058,83415,usa
29059,83416,usa
29060,83417,usa
29061,83418,usa
29062,83419,usa
29063,83420,usa
29064,83421,usa
29065,83422,usa
29066,83423,usa
29067,83424,usa
29068,83425,usa
29069,83426,usa
29070,83427,usa
29071,83428,usa
29072,83429,usa
29073,83430,usa
29074,83431,usa
29075,83432,usa
29076,83433,usa
29077,83434,usa
29078,83435,usa
29079,83436,usa
29080,83437,usa
29081,83438,usa
29082,83439,usa
29083,83440,usa
29084,83441,usa
29085,83442,usa
29086,83443,usa
29087,83444,usa
29088,83445,usa
29089,83446,usa
29090,83447,usa
29091,83448,usa
29092,83449,usa
29093,83450,usa
29094,83452,usa
29095,83453,usa
29096,83454,usa
29097,83455,usa
29098,83456,usa
29099,83457,usa
29100,83458,usa
29101,83459,usa
29102,83460,usa
29103,83461,usa
29104,83462,usa
29105,83463,usa
29106,83464,usa
29107,83465,usa
29108,83466,usa
29109,83467,usa
29110,83468,usa
29111,83469,usa
29112,83470,usa
29113,83471,usa
29114,83472,usa
29115,83473,usa
29116,83474,usa
29117,83475,usa
29118,83476,usa
29119,83477,usa
29120,83478,usa
29121,83479,usa
29122,83480,usa
29123,83481,usa
29124,83482,usa
29125,83483,usa
29126,83484,usa
29127,83485,usa
29128,83486,usa
29129,83487,usa
29130,83488,usa
29131,83489,usa
29132,83490,usa
29133,83491,usa
29134,83492,usa
29135,83493,usa
29136,83494,usa
29137,83495,usa
29138,83496,usa
29139,83497,usa
29140,83498,usa
29141,83499,usa
29142,83500,usa
29143,83501,usa
29144,83502,usa
29145,83503,usa
29146,83504,usa
29147,83505,usa
29148,83506,usa
29149,83507,usa
29150,83508,usa
29151,83509,usa
29152,83510,usa
29153,83511,usa
29154,83512,usa
29155,83513,usa
29156,83514,usa
29157,83515,usa
29158,83516,usa
29159,83517,usa
29160,83518,usa
29161,83519,usa
29162,83520,usa
29163,83521,usa
29164,83522,usa
29165,83523,usa
29166,83524,usa
29167,83525,usa
29168,83526,usa
29169,83527,usa
29170,83528,usa
29171,83529,usa
29172,83530,usa
29173,83531,usa
29174,83532,usa
29175,83533,usa
29176,83534,usa
29177,83535,usa
29178,83536,usa
29179,83537,usa
29180,83538,usa
29181,83539,usa
29182,83540,usa
29183,83541,usa
29184,83542,usa
29185,83543,usa
29186,83544,usa
29187,83546,usa
29188,83547,usa
29189,83548,usa
29190,83549,usa
29191,83550,usa
29192,83551,usa
29193,83552,usa
29194,83553,usa
29195,83554,usa
29196,83555,usa
29197,83556,usa
29198,83557,usa
29199,83558,usa
29200,83559,usa
29201,83560,usa
29202,83561,usa
29203,83562,usa
29204,83563,usa
29205,83564,usa
29206,83565,usa
29207,83566,usa
29208,83567,usa
29209,83568,usa
29210,83569,usa
29211,83570,usa
29212,83571,usa
29213,83572,usa
29214,83573,usa
29215,83574,usa
29216,83575,usa
29217,83576,usa
29218,83577,usa
29219,83578,usa
29220,83579,usa
29221,83580,usa
29222,83581,usa
29223,83582,usa
29224,83583,usa
29225,83586,usa
29226,83587,usa
29227,83588,usa
29228,83589,usa
29229,83590,usa
29230,83591,usa
29231,83592,usa
29232,83593,usa
29233,83594,usa
29234,83595,usa
29235,83596,usa
29236,83597,usa
29237,83598,usa
29238,83599,usa
29239,83600,usa
29240,83601,usa
29241,83602,usa
29242,83603,usa
29243,83604,usa
29244,83605,usa
29245,83606,usa
29246,83607,usa
29247,83608,usa
29248,83609,usa
29249,83610,usa
29250,83611,usa
29251,83612,usa
29252,83613,usa
29253,83615,usa
29254,83616,usa
29255,83618,usa
29256,83619,usa
29257,83620,usa
29258,83621,usa
29259,83622,usa
29260,83623,usa
29261,83624,usa
29262,83625,usa
29263,83626,usa
29264,83627,usa
29265,83628,usa
29266,83629,usa
29267,83630,usa
29268,83631,usa
29269,83632,usa
29270,83633,usa
29271,83634,usa
29272,83635,usa
29273,83636,usa
29274,83637,usa
29275,83638,usa
29276,83639,usa
29277,83640,usa
29278,83641,usa
29279,83642,usa
29280,83643,usa
29281,83644,usa
29282,83645,usa
29283,83646,usa
29284,83647,usa
29285,83648,usa
29286,83649,usa
29287,83650,usa
29288,83651,usa
29289,83652,usa
29290,83653,usa
29291,83654,usa
29292,83655,usa
29293,83656,usa
29294,83657,usa
29295,83658,usa
29296,83659,usa
29297,83660,usa
29298,83661,usa
29299,83662,usa
29300,83663,usa
29301,83664,usa
29302,83665,usa
29303,83666,usa
29304,83667,usa
29305,83668,usa
29306,83669,usa
29307,83670,usa
29308,83671,usa
29309,83672,usa
29310,83673,usa
29311,83674,usa
29312,83675,usa
29313,83676,usa
29314,83677,usa
29315,83678,usa
29316,83679,usa
29317,83680,usa
29318,83681,usa
29319,83682,usa
29320,83683,usa
29321,83684,usa
29322,83685,usa
29323,83686,usa
29324,83687,usa
29325,83688,usa
29326,83689,usa
29327,83690,usa
29328,83691,usa
29329,83692,usa
29330,83693,usa
29331,83694,usa
29332,83695,usa
29333,83696,usa
29334,83697,usa
29335,83699,usa
29336,83700,usa
29337,83701,usa
29338,83702,usa
29339,83703,usa
29340,83704,usa
29341,83705,usa
29342,83706,usa
29343,83707,usa
29344,83708,usa
29345,83709,usa
29346,83710,usa
29347,83711,usa
29348,83712,usa
29349,83714,usa
29350,83715,usa
29351,83716,usa
29352,83717,usa
29353,83718,usa
29354,83719,usa
29355,83720,usa
29356,83721,usa
29357,83722,usa
29358,83723,usa
29359,83724,usa
29360,83725,usa
29361,83726,usa
29362,83727,usa
29363,83728,usa
29364,83729,usa
29365,83730,usa
29366,83731,usa
29367,83732,usa
29368,83733,usa
29369,83734,usa
29370,83735,usa
29371,83736,usa
29372,83737,usa
29373,83738,usa
29374,83739,usa
29375,83740,usa
29376,83741,usa
29377,83742,usa
29378,83743,usa
29379,83744,usa
29380,83745,usa
29381,83746,usa
29382,83747,usa
29383,83748,usa
29384,83749,usa
29385,83750,usa
29386,83751,usa
29387,83753,usa
29388,83754,usa
29389,83755,usa
29390,83756,usa
29391,83757,usa
29392,83758,usa
29393,83759,usa
29394,83760,usa
29395,83761,usa
29396,83762,usa
29397,83763,usa
29398,83764,usa
29399,83765,usa
29400,83766,usa
29401,83767,usa
29402,83768,usa
29403,83769,usa
29404,83770,usa
29405,83771,usa
29406,83773,usa
29407,83774,usa
29408,83775,usa
29409,83776,usa
29410,83777,usa
29411,83778,usa
29412,83779,usa
29413,83780,usa
29414,83781,usa
29415,83782,usa
29416,83783,usa
29417,83784,usa
29418,83785,usa
29419,83786,usa
29420,83787,usa
29421,83788,usa
29422,83789,usa
29423,83790,usa
29424,83791,usa
29425,83792,usa
29426,83793,usa
29427,83794,usa
29428,83795,usa
29429,83796,usa
29430,83797,usa
29431,83798,usa
29432,83799,usa
29433,83800,usa
29434,83801,usa
29435,83803,usa
29436,83804,usa
29437,83805,usa
29438,83806,usa
29439,83807,usa
29440,83808,usa
29441,83809,usa
29442,83810,usa
29443,83811,usa
29444,83812,usa
29445,83813,usa
29446,83814,usa
29447,83815,usa
29448,83816,usa
29449,83817,usa
29450,83818,usa
29451,83819,usa
29452,83820,usa
29453,83821,usa
29454,83822,usa
29455,83823,usa
29456,83824,usa
29457,83825,usa
29458,83827,usa
29459,83828,usa
29460,83829,usa
29461,83830,usa
29462,83831,usa
29463,83832,usa
29464,83833,usa
29465,83834,usa
29466,83835,usa
29467,83836,usa
29468,83837,usa
29469,83838,usa
29470,83839,usa
29471,83840,usa
29472,83841,usa
29473,83842,usa
29474,83843,usa
29475,83844,usa
29476,83845,usa
29477,83846,usa
29478,83847,usa
29479,83848,usa
29480,83849,usa
29481,83850,usa
29482,83851,usa
29483,83852,usa
29484,83853,usa
29485,83854,usa
29486,83855,usa
29487,83856,usa
29488,83857,usa
29489,83858,usa
29490,83859,usa
29491,83860,usa
29492,83861,usa
29493,83862,usa
29494,83863,usa
29495,83864,usa
29496,83865,usa
29497,83866,usa
29498,83867,usa
29499,83868,usa
29500,83869,usa
29501,83870,usa
29502,83871,usa
29503,83872,usa
29504,83873,usa
29505,83874,usa
29506,83875,usa
29507,83876,usa
29508,83877,usa
29509,83878,usa
29510,83879,usa
29511,83880,usa
29512,83881,usa
29513,83882,usa
29514,83883,usa
29515,83884,usa
29516,83885,usa
29517,83886,usa
29518,83887,usa
29519,83888,usa
29520,83889,usa
29521,83890,usa
29522,83891,usa
29523,83892,usa
29524,83893,usa
29525,83894,usa
29526,83895,usa
29527,83896,usa
29528,83897,usa
29529,83898,usa
29530,83899,usa
29531,83900,usa
29532,83901,usa
29533,83902,usa
29534,83903,usa
29535,83904,usa
29536,83905,usa
29537,83906,usa
29538,83907,usa
29539,83908,usa
29540,83909,usa
29541,83910,usa
29542,83911,usa
29543,83912,usa
29544,83913,usa
29545,83914,usa
29546,83915,usa
29547,83916,usa
29548,83917,usa
29549,83918,usa
29550,83919,usa
29551,83920,usa
29552,83921,usa
29553,83922,usa
29554,83923,usa
29555,83924,usa
29556,83925,usa
29557,83926,usa
29558,83927,usa
29559,83928,usa
29560,83929,usa
29561,83930,usa
29562,83931,usa
29563,83932,usa
29564,83933,usa
29565,83934,usa
29566,83935,usa
29567,83936,usa
29568,83937,usa
29569,83938,usa
29570,83939,usa
29571,83940,usa
29572,83941,usa
29573,83942,usa
29574,83943,usa
29575,83944,usa
29576,83945,usa
29577,83946,usa
29578,83947,usa
29579,83948,usa
29580,83950,usa
29581,83951,usa
29582,83952,usa
29583,83953,usa
29584,83954,usa
29585,83955,usa
29586,83956,usa
29587,83957,usa
29588,83958,usa
29589,83959,usa
29590,83960,usa
29591,83961,usa
29592,83962,usa
29593,83963,usa
29594,83964,usa
29595,83965,usa
29596,83966,usa
29597,83967,usa
29598,83968,usa
29599,83969,usa
29600,83970,usa
29601,83971,usa
29602,83974,usa
29603,83975,usa
29604,83976,usa
29605,83977,usa
29606,83978,usa
29607,83979,usa
29608,83980,usa
29609,83981,usa
29610,83982,usa
29611,83983,usa
29612,83985,usa
29613,83986,usa
29614,83987,usa
29615,83988,usa
29616,83989,usa
29617,83990,usa
29618,83991,usa
29619,83992,usa
29620,83993,usa
29621,83994,usa
29622,83995,usa
29623,83996,usa
29624,83998,usa
29625,83999,usa
29626,84000,usa
29627,84001,usa
29628,84002,usa
29629,84003,usa
29630,84004,usa
29631,84005,usa
29632,84006,usa
29633,84007,usa
29634,84008,usa
29635,84009,usa
29636,84010,usa
29637,84011,usa
29638,84012,usa
29639,84013,usa
29640,84014,usa
29641,84015,usa
29642,84016,usa
29643,84017,usa
29644,84018,usa
29645,84019,usa
29646,84020,usa
29647,84021,usa
29648,84022,usa
29649,84023,usa
29650,84024,usa
29651,84025,usa
29652,84026,usa
29653,84027,usa
29654,84028,usa
29655,84029,usa
29656,84030,usa
29657,84031,usa
29658,84032,usa
29659,84033,usa
29660,84034,usa
29661,84036,usa
29662,84037,usa
29663,84038,usa
29664,84039,usa
29665,84040,usa
29666,84041,usa
29667,84042,usa
29668,84043,usa
29669,84044,usa
29670,84045,usa
29671,84046,usa
29672,84047,usa
29673,84048,usa
29674,84049,usa
29675,84050,usa
29676,84051,usa
29677,84052,usa
29678,84053,usa
29679,84054,usa
29680,84055,usa
29681,84056,usa
29682,84057,usa
29683,84058,usa
29684,84059,usa
29685,84060,usa
29686,84061,usa
29687,84062,usa
29688,84063,usa
29689,84064,usa
29690,84065,usa
29691,84066,usa
29692,84067,usa
29693,84068,usa
29694,84069,usa
29695,84070,usa
29696,84071,usa
29697,84072,usa
29698,84073,usa
29699,84074,usa
29700,84075,usa
29701,84076,usa
29702,84077,usa
29703,84078,usa
29704,84079,usa
29705,84080,usa
29706,84081,usa
29707,84082,usa
29708,84083,usa
29709,84084,usa
29710,84085,usa
29711,84086,usa
29712,84087,usa
29713,84088,usa
29714,84089,usa
29715,84090,usa
29716,84091,usa
29717,84092,usa
29718,84093,usa
29719,84094,usa
29720,84095,usa
29721,84096,usa
29722,84097,usa
29723,84098,usa
29724,84099,usa
29725,84100,usa
29726,84101,usa
29727,84102,usa
29728,84103,usa
29729,84104,usa
29730,84105,usa
29731,84106,usa
29732,84107,usa
29733,84108,usa
29734,84109,usa
29735,84110,usa
29736,84111,usa
29737,84112,usa
29738,84113,usa
29739,84114,usa
29740,84115,usa
29741,84116,usa
29742,84117,usa
29743,84118,usa
29744,84119,usa
29745,84120,usa
29746,84121,usa
29747,84122,usa
29748,84123,usa
29749,84124,usa
29750,84125,usa
29751,84126,usa
29752,84127,usa
29753,84128,usa
29754,84129,usa
29755,84130,usa
29756,84131,usa
29757,84132,usa
29758,84133,usa
29759,84134,usa
29760,84135,usa
29761,84136,usa
29762,84137,usa
29763,84138,usa
29764,84139,usa
29765,84140,usa
29766,84141,usa
29767,84142,usa
29768,84143,usa
29769,84144,usa
29770,84145,usa
29771,84146,usa
29772,84147,usa
29773,84148,usa
29774,84149,usa
29775,84150,usa
29776,84151,usa
29777,84153,usa
29778,84154,usa
29779,84155,usa
29780,84157,usa
29781,84158,usa
29782,84159,usa
29783,84160,usa
29784,84161,usa
29785,84162,usa
29786,84163,usa
29787,84164,usa
29788,84165,usa
29789,84167,usa
29790,84168,usa
29791,84169,usa
29792,84170,usa
29793,84172,usa
29794,84173,usa
29795,84174,usa
29796,84175,usa
29797,84176,usa
29798,84177,usa
29799,84178,usa
29800,84179,usa
29801,84180,usa
29802,84181,usa
29803,84182,usa
29804,84183,usa
29805,84184,usa
29806,84185,usa
29807,84186,usa
29808,84187,usa
29809,84188,usa
29810,84189,usa
29811,84190,usa
29812,84191,usa
29813,84192,usa
29814,84193,usa
29815,84194,usa
29816,84195,usa
29817,84196,usa
29818,84197,usa
29819,84198,usa
29820,84199,usa
29821,84200,usa
29822,84201,usa
29823,84202,usa
29824,84203,usa
29825,84204,usa
29826,84205,usa
29827,84206,usa
29828,84207,usa
29829,84208,usa
29830,84209,usa
29831,84210,usa
29832,84211,usa
29833,84212,usa
29834,84213,usa
29835,84214,usa
29836,84215,usa
29837,84216,usa
29838,84217,usa
29839,84218,usa
29840,84219,usa
29841,84220,usa
29842,84221,usa
29843,84222,usa
29844,84223,usa
29845,84224,usa
29846,84225,usa
29847,84226,usa
29848,84227,usa
29849,84229,usa
29850,84230,usa
29851,84231,usa
29852,84232,usa
29853,84233,usa
29854,84234,usa
29855,84235,usa
29856,84237,usa
29857,84238,usa
29858,84239,usa
29859,84240,usa
29860,84241,usa
29861,84242,usa
29862,84243,usa
29863,84244,usa
29864,84245,usa
29865,84246,usa
29866,84247,usa
29867,84248,usa
29868,84249,usa
29869,84250,usa
29870,84251,usa
29871,84252,usa
29872,84253,usa
29873,84254,usa
29874,84255,usa
29875,84256,usa
29876,84257,usa
29877,84258,usa
29878,84259,usa
29879,84260,usa
29880,84261,usa
29881,84262,usa
29882,84263,usa
29883,84264,usa
29884,84265,usa
29885,84266,usa
29886,84267,usa
29887,84268,usa
29888,84269,usa
29889,84270,usa
29890,84271,usa
29891,84272,usa
29892,84273,usa
29893,84274,usa
29894,84275,usa
29895,84276,usa
29896,84277,usa
29897,84279,usa
29898,84280,usa
29899,84281,usa
29900,84282,usa
29901,84283,usa
29902,84284,usa
29903,84285,usa
29904,84286,usa
29905,84287,usa
29906,84288,usa
29907,84289,usa
29908,84290,usa
29909,84291,usa
29910,84292,usa
29911,84293,usa
29912,84294,usa
29913,84295,usa
29914,84296,usa
29915,84297,usa
29916,84298,usa
29917,84299,usa
29918,84300,usa
29919,84301,usa
29920,84302,usa
29921,84303,usa
29922,84304,usa
29923,84305,usa
29924,84306,usa
29925,84307,usa
29926,84308,usa
29927,84309,usa
29928,84310,usa
29929,84311,usa
29930,84312,usa
29931,84313,usa
29932,84314,usa
29933,84315,usa
29934,84316,usa
29935,84317,usa
29936,84318,usa
29937,84319,usa
29938,84320,usa
29939,84321,usa
29940,84322,usa
29941,84323,usa
29942,84324,usa
29943,84325,usa
29944,84326,usa
29945,84327,usa
29946,84328,usa
29947,84329,usa
29948,84330,usa
29949,84331,usa
29950,84332,usa
29951,84333,usa
29952,84334,usa
29953,84335,usa
29954,84337,usa
29955,84338,usa
29956,84339,usa
29957,84340,usa
29958,84341,usa
29959,84342,usa
29960,84343,usa
29961,84344,usa
29962,84345,usa
29963,84346,usa
29964,84347,usa
29965,84348,usa
29966,84349,usa
29967,84350,usa
29968,84351,usa
29969,84352,usa
29970,84356,usa
29971,84358,usa
29972,84360,usa
29973,84361,usa
29974,84362,usa
29975,84363,usa
29976,84364,usa
29977,84365,usa
29978,84366,usa
29979,84367,usa
29980,84368,usa
29981,84369,usa
29982,84370,usa
29983,84371,usa
29984,84372,usa
29985,84373,usa
29986,84374,usa
29987,84375,usa
29988,84376,usa
29989,84377,usa
29990,84381,usa
29991,84382,usa
29992,84383,usa
29993,84384,usa
29994,84385,usa
29995,84386,usa
29996,84387,usa
29997,84388,usa
29998,84389,usa
29999,84390,usa
30000,84391,usa
30001,84392,usa
30002,84393,usa
30003,84394,usa
30004,84395,usa
30005,84396,usa
30006,84397,usa
30007,84398,usa
30008,84399,usa
30009,84400,usa
30010,84401,usa
30011,84402,usa
30012,84403,usa
30013,84404,usa
30014,84405,usa
30015,84406,usa
30016,84407,usa
30017,84408,usa
30018,84409,usa
30019,84411,usa
30020,84412,usa
30021,84413,usa
30022,84414,usa
30023,84415,usa
30024,84416,usa
30025,84417,usa
30026,84418,usa
30027,84419,usa
30028,84420,usa
30029,84421,usa
30030,84422,usa
30031,84423,usa
30032,84424,usa
30033,84425,usa
30034,84426,usa
30035,84427,usa
30036,84428,usa
30037,84429,usa
30038,84430,usa
30039,84431,usa
30040,84432,usa
30041,84433,usa
30042,84434,usa
30043,84435,usa
30044,84436,usa
30045,84437,usa
30046,84438,usa
30047,84439,usa
30048,84440,usa
30049,84441,usa
30050,84442,usa
30051,84444,usa
30052,84452,usa
30053,84479,usa
30054,84487,usa
30055,84495,usa
30056,84508,usa
30057,84509,usa
30058,84510,usa
30059,84511,usa
30060,84512,usa
30061,84513,usa
30062,84514,usa
30063,84516,usa
30064,84517,usa
30065,84519,usa
30066,84520,usa
30067,84521,usa
30068,84522,usa
30069,84523,usa
30070,84524,usa
30071,84525,usa
30072,84526,usa
30073,84527,usa
30074,84528,usa
30075,84529,usa
30076,84530,usa
30077,84531,usa
30078,84532,usa
30079,84533,usa
30080,84534,usa
30081,84535,usa
30082,84536,usa
30083,84537,usa
30084,84538,usa
30085,84539,usa
30086,84540,usa
30087,84542,usa
30088,84543,usa
30089,84544,usa
30090,84545,usa
30091,84546,usa
30092,84547,usa
30093,84548,usa
30094,84549,usa
30095,84550,usa
30096,84551,usa
30097,84552,usa
30098,84553,usa
30099,84554,usa
30100,84555,usa
30101,84556,usa
30102,84559,usa
30103,84560,usa
30104,84561,usa
30105,84562,usa
30106,84563,usa
30107,84564,usa
30108,84565,usa
30109,84566,usa
30110,84567,usa
30111,84568,usa
30112,84569,usa
30113,84570,usa
30114,84571,usa
30115,84572,usa
30116,84573,usa
30117,84575,usa
30118,84576,usa
30119,84577,usa
30120,84578,usa
30121,84579,usa
30122,84580,usa
30123,84581,usa
30124,84582,usa
30125,84583,usa
30126,84584,usa
30127,84585,usa
30128,84586,usa
30129,84587,usa
30130,84588,usa
30131,84589,usa
30132,84590,usa
30133,84591,usa
30134,84592,usa
30135,84593,usa
30136,84594,usa
30137,84595,usa
30138,84596,usa
30139,84597,usa
30140,84598,usa
30141,84599,usa
30142,84600,usa
30143,84601,usa
30144,84603,usa
30145,84604,usa
30146,84605,usa
30147,84606,usa
30148,84607,usa
30149,84608,usa
30150,84609,usa
30151,84610,usa
30152,84611,usa
30153,84612,usa
30154,84613,usa
30155,84614,usa
30156,84615,usa
30157,84616,usa
30158,84617,usa
30159,84618,usa
30160,84619,usa
30161,84620,usa
30162,84621,usa
30163,84622,usa
30164,84623,usa
30165,84624,usa
30166,84625,usa
30167,84626,usa
30168,84627,usa
30169,84628,usa
30170,84629,usa
30171,84630,usa
30172,84631,usa
30173,84632,usa
30174,84633,usa
30175,84634,usa
30176,84635,usa
30177,84636,usa
30178,84637,usa
30179,84638,usa
30180,84639,usa
30181,84640,usa
30182,84641,usa
30183,84642,usa
30184,84644,usa
30185,84645,usa
30186,84646,usa
30187,84647,usa
30188,84648,usa
30189,84649,usa
30190,84650,usa
30191,84651,usa
30192,84652,usa
30193,84653,usa
30194,84654,usa
30195,84656,usa
30196,84657,usa
30197,84658,usa
30198,84659,usa
30199,84660,usa
30200,84661,usa
30201,84662,usa
30202,84663,usa
30203,84664,usa
30204,84666,usa
30205,84668,usa
30206,84669,usa
30207,84671,usa
30208,84672,usa
30209,84673,usa
30210,84690,usa
30211,84718,usa
30212,84719,usa
30213,84720,usa
30214,84721,usa
30215,84722,usa
30216,84723,usa
30217,84724,usa
30218,84725,usa
30219,84726,usa
30220,84727,usa
30221,84728,usa
30222,84729,usa
30223,84730,usa
30224,84731,usa
30225,84732,usa
30226,84733,usa
30227,84734,usa
30228,84735,usa
30229,84736,usa
30230,84737,usa
30231,84738,usa
30232,84739,usa
30233,84740,usa
30234,84741,usa
30235,84742,usa
30236,84743,usa
30237,84744,usa
30238,84745,usa
30239,84746,usa
30240,84747,usa
30241,84748,usa
30242,84749,usa
30243,84750,usa
30244,84751,usa
30245,84752,usa
30246,84753,usa
30247,84754,usa
30248,84755,usa
30249,84756,usa
30250,84757,usa
30251,84758,usa
30252,84759,usa
30253,84760,usa
30254,84761,usa
30255,84762,usa
30256,84763,usa
30257,84765,usa
30258,84766,usa
30259,84767,usa
30260,84768,usa
30261,84769,usa
30262,84770,usa
30263,84771,usa
30264,84772,usa
30265,84774,usa
30266,84775,usa
30267,84776,usa
30268,84777,usa
30269,84778,usa
30270,84779,usa
30271,84780,usa
30272,84781,usa
30273,84782,usa
30274,84784,usa
30275,84785,usa
30276,84786,usa
30277,84787,usa
30278,84788,usa
30279,84789,usa
30280,84790,usa
30281,84791,usa
30282,84792,usa
30283,84793,usa
30284,84794,usa
30285,84795,usa
30286,84796,usa
30287,84797,usa
30288,84798,usa
30289,84799,usa
30290,84800,usa
30291,84801,usa
30292,84802,usa
30293,84803,usa
30294,84804,usa
30295,84805,usa
30296,84806,usa
30297,84807,usa
30298,84808,usa
30299,84809,usa
30300,84810,usa
30301,84811,usa
30302,84812,usa
30303,84813,usa
30304,84814,usa
30305,84815,usa
30306,84816,usa
30307,84817,usa
30308,84818,usa
30309,84819,usa
30310,84820,usa
30311,84821,usa
30312,84822,usa
30313,84823,usa
30314,84824,usa
30315,84825,usa
30316,84826,usa
30317,84827,usa
30318,84828,usa
30319,84829,usa
30320,84830,usa
30321,84831,usa
30322,84832,usa
30323,84833,usa
30324,84834,usa
30325,84836,usa
30326,84837,usa
30327,84838,usa
30328,84839,usa
30329,84850,usa
30330,84903,usa
30331,84911,usa
30332,84930,usa
30333,84946,usa
30334,84954,usa
30335,84997,usa
30336,84998,usa
30337,84999,usa
30338,85000,usa
30339,85001,usa
30340,85002,usa
30341,85003,usa
30342,85004,usa
30343,85005,usa
30344,85006,usa
30345,85007,usa
30346,85008,usa
30347,85009,usa
30348,85010,usa
30349,85011,usa
30350,85012,usa
30351,85013,usa
30352,85014,usa
30353,85015,usa
30354,85016,usa
30355,85017,usa
30356,85018,usa
30357,85019,usa
30358,85020,usa
30359,85021,usa
30360,85022,usa
30361,85023,usa
30362,85024,usa
30363,85025,usa
30364,85026,usa
30365,85027,usa
30366,85028,usa
30367,85029,usa
30368,85030,usa
30369,85031,usa
30370,85032,usa
30371,85033,usa
30372,85034,usa
30373,85035,usa
30374,85036,usa
30375,85037,usa
30376,85038,usa
30377,85039,usa
30378,85040,usa
30379,85041,usa
30380,85042,usa
30381,85043,usa
30382,85044,usa
30383,85045,usa
30384,85046,usa
30385,85047,usa
30386,85048,usa
30387,85049,usa
30388,85050,usa
30389,85051,usa
30390,85055,usa
30391,85057,usa
30392,85058,usa
30393,85059,usa
30394,85060,usa
30395,85061,usa
30396,85062,usa
30397,85063,usa
30398,85064,usa
30399,85065,usa
30400,85066,usa
30401,85067,usa
30402,85068,usa
30403,85069,usa
30404,85071,usa
30405,85072,usa
30406,85073,usa
30407,85074,usa
30408,85075,usa
30409,85076,usa
30410,85077,usa
30411,85078,usa
30412,85079,usa
30413,85080,usa
30414,85081,usa
30415,85082,usa
30416,85084,usa
30417,85085,usa
30418,85092,usa
30419,85105,usa
30420,85113,usa
30421,85121,usa
30422,85156,usa
30423,85157,usa
30424,85158,usa
30425,85159,usa
30426,85160,usa
30427,85161,usa
30428,85162,usa
30429,85163,usa
30430,85164,usa
30431,85165,usa
30432,85166,usa
30433,85167,usa
30434,85168,usa
30435,85169,usa
30436,85170,usa
30437,85171,usa
30438,85172,usa
30439,85173,usa
30440,85174,usa
30441,85175,usa
30442,85176,usa
30443,85177,usa
30444,85178,usa
30445,85179,usa
30446,85180,usa
30447,85181,usa
30448,85182,usa
30449,85183,usa
30450,85184,usa
30451,85185,usa
30452,85186,usa
30453,85187,usa
30454,85188,usa
30455,85189,usa
30456,85190,usa
30457,85191,usa
30458,85192,usa
30459,85193,usa
30460,85194,usa
30461,85195,usa
30462,85196,usa
30463,85197,usa
30464,85198,usa
30465,85199,usa
30466,85200,usa
30467,85201,usa
30468,85202,usa
30469,85203,usa
30470,85204,usa
30471,85205,usa
30472,85206,usa
30473,85207,usa
30474,85208,usa
30475,85209,usa
30476,85210,usa
30477,85211,usa
30478,85212,usa
30479,85213,usa
30480,85214,usa
30481,85215,usa
30482,85216,usa
30483,85217,usa
30484,85218,usa
30485,85219,usa
30486,85220,usa
30487,85221,usa
30488,85222,usa
30489,85223,usa
30490,85224,usa
30491,85225,usa
30492,85227,usa
30493,85228,usa
30494,85231,usa
30495,85232,usa
30496,85233,usa
30497,85234,usa
30498,85235,usa
30499,85236,usa
30500,85237,usa
30501,85238,usa
30502,85239,usa
30503,85240,usa
30504,85241,usa
30505,85242,usa
30506,85243,usa
30507,85244,usa
30508,85245,usa
30509,85246,usa
30510,85247,usa
30511,85248,usa
30512,85249,usa
30513,85250,usa
30514,85251,usa
30515,85252,usa
30516,85253,usa
30517,85254,usa
30518,85255,usa
30519,85256,usa
30520,85257,usa
30521,85258,usa
30522,85259,usa
30523,85260,usa
30524,85261,usa
30525,85264,usa
30526,85265,usa
30527,85266,usa
